DATA PEDIDO,DATA ENTREGA,PRODUTO,MEIO,FALHAS,STATUS,MOTIVO,Prazo
30/5/2005,28/6/2005,CONTAS A PAGAR,INTERNET,7,Operando,,29
30/5/2005,23/6/2005,CONTAS A PAGAR,INTERNET,6,Operando,,24
30/5/2005,17/6/2005,CONTAS A PAGAR,INTERNET,5,Operando,,18
31/5/2005,5/8/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,FALTA ASSISTENCIA TECNICA,66
31/5/2005,2/8/2005,CONTAS A PAGAR,CNAB,6,Desistiu,MUITA BUROCRACIA,63
31/5/2005,24/7/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,MAU ATENDIMENTO,54
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUITA BUROCRACIA,53
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,53
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,FALTA DE RETORNO,53
31/5/2005,21/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,FALTA ASSISTENCIA TECNICA,51
31/5/2005,21/7/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUITA BUROCRACIA,51
31/5/2005,19/6/2005,COBRANÇA COM REGISTRO,INTERNET,2,Desistiu,OFERTA CONCORRENCIA,19
31/5/2005,18/6/2005,COBRANÇA SEM REGISTRO,INTERNET,4,Desistiu,FALTA ASSISTENCIA TECNICA,18
31/5/2005,24/7/2005,COBRANÇA COM REGISTRO,CNAB,8,Operando,,54
31/5/2005,23/7/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,53
31/5/2005,12/7/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,42
31/5/2005,11/7/2005,CONTAS A PAGAR,INTERNET,5,Operando,,41
